C,C#,D,D#,E,F,F#,G,G#,A,A#,B,label
0.130477399,0.017585089,0.155635215,0.081132272,0.042602203,0.113024438,0.02782097,0.153963643,0.030454701,0.105816376,0.115628122,0.025859572,20
0.119903876,0.003013917,0.18329008,0.032201954,0.036513433,0.071276944,0.051214834,0.217005151,0.0,0.147733555,0.132784871,0.005061384,20
0.005261154,0.106156387,0.0133968,0.098424871,0.169161355,0.006893189,0.156571207,0.006390479,0.137953815,0.084432059,0.028206797,0.187151889,5
0.04832699,0.148935804,0.026087474,0.103723509,0.114407107,0.021252036,0.098680596,0.029042231,0.158087513,0.090270611,0.038688042,0.122498087,14
0.0,0.129749464,0.051019739,0.04720481,0.180090906,0.018504134,0.102559714,0.0,0.11502531,0.164046809,0.008069463,0.183729651,5
0.00666318,0.13927011,0.081121589,0.035184755,0.17258803,0.010177495,0.108522377,0.0093731,0.115675686,0.179220494,0.0103238,0.131879384,10
0.022279511,0.152893518,0.053320954,0.061331717,0.16491503,0.01583691,0.097731168,0.028860144,0.091642107,0.170098792,0.022484243,0.118605906,10
0.013798121,0.1067797,0.002757645,0.10097172,0.197107551,0.002472257,0.150657341,0.004045065,0.142258846,0.085549534,0.024803936,0.168798282,5
0.13263377,0.020613115,0.16974806,0.009916695,0.121227069,0.074232257,0.032325767,0.171934071,0.015365768,0.138343671,0.02784964,0.085810117,8
0.119007114,0.05878895,0.102096592,0.039904884,0.087486779,0.085219301,0.042028993,0.175498482,0.060024102,0.125673818,0.080795845,0.02347514,1
0.067684191,0.058714524,0.1979408,0.013618079,0.113769106,0.106559173,0.018922827,0.141521117,0.010973515,0.168709373,0.07803203,0.023555265,15
0.072533349,0.019111002,0.150260324,0.0,0.169645282,0.14853533,0.017377697,0.104332357,0.039770179,0.199084494,0.015437526,0.06391246,22
0.183943783,0.002809164,0.15879096,0.000881181,0.137478033,0.059002023,0.043796212,0.153828719,0.014651573,0.144101677,0.005149554,0.095567121,1
0.124604178,0.024570738,0.113022783,0.010634585,0.170325306,0.076980559,0.028146082,0.08218978,0.044831329,0.162185684,0.008877495,0.15363148,22
0.109042204,0.038584027,0.056845816,0.077688472,0.092898267,0.070650569,0.067538096,0.161744491,0.065694479,0.145472111,0.061941751,0.051899718,1
0.163300118,0.01051711,0.139262051,0.003659094,0.131582247,0.100456343,0.032224675,0.17086451,0.010039956,0.120041813,0.026517819,0.091534264,1
0.105145796,0.039499415,0.099756242,0.073053305,0.018995908,0.096126655,0.114524346,0.13728686,0.035698639,0.179845809,0.079921004,0.020146021,20
0.11105453,0.015212575,0.163530462,0.012395414,0.164035785,0.05032871,0.042918147,0.097850644,0.045238371,0.162740102,0.015954048,0.118741212,22
0.156759678,0.009031469,0.103074333,0.0,0.188733329,0.075931776,0.009117107,0.096820872,0.031592393,0.190982816,0.003877416,0.134078812,22
0.000336727,0.159558717,0.103294947,0.011733031,0.157175231,0.016058564,0.120007014,0.013887939,0.093180698,0.162739247,0.006852893,0.155174992,10
0.066140344,0.151555803,0.042181926,0.068301168,0.102756184,0.021883218,0.128128186,0.044893168,0.100925928,0.091182058,0.087532746,0.09451927,14
0.023852014,0.192346606,0.056248015,0.038771809,0.077195568,0.052272742,0.172209334,0.016253911,0.121595581,0.115913429,0.014042375,0.119298616,19
0.036879636,0.148230403,0.083718262,0.038598427,0.078577615,0.006870343,0.136069511,0.087084456,0.066762435,0.051251815,0.065978704,0.199978393,24
0.01141139,0.11172954,0.116258329,0.015661165,0.136323879,0.020051993,0.171030457,0.07691701,0.030341797,0.123159135,0.027716269,0.159399036,24
0.0,0.127625815,0.141629446,0.006714181,0.148418248,0.0,0.21902724,0.050845968,0.014682522,0.097881646,0.054367794,0.138807141,19
0.0,0.151002473,0.070998674,0.010284049,0.208234873,0.013818113,0.081600864,0.010284049,0.082546115,0.28204934,0.0,0.089181451,10
0.126524683,0.025985921,0.16024688,0.0,0.10409309,0.152575897,0.005789459,0.143188049,0.0,0.199043477,0.076763085,0.005789459,15
0.203851245,0.0,0.181245732,0.0,0.079067719,0.035287296,0.043596278,0.255837246,0.007943221,0.074414236,0.003880171,0.114876856,8
0.189622799,0.013613565,0.128202679,0.0,0.152709933,0.078244038,0.029234864,0.130927166,0.020368108,0.156479383,0.0,0.100597466,1
0.166997069,0.004535951,0.145349407,0.004535951,0.148703448,0.067711378,0.031438355,0.1081172,0.029222596,0.186997223,0.0,0.106391423,22
0.0,0.097458908,0.189239929,0.004523708,0.141643662,0.004523708,0.146181191,0.0629153,0.042818995,0.132922523,0.020200457,0.15757162,3
0.059801352,0.022240269,0.131312784,0.023259059,0.137402694,0.0,0.130300652,0.181817801,0.007786757,0.107182466,0.002733961,0.196162206,8
0.109603259,0.002228062,0.158062613,0.018244552,0.129345116,0.00883905,0.10417108,0.162455291,0.009017263,0.135212838,0.0,0.162820875,8
0.0,0.111254588,0.175418116,0.015342952,0.124388123,0.004254221,0.156623825,0.083001953,0.016951083,0.114414553,0.038353795,0.15999679,24
0.0,0.074325004,0.297526086,0.0,0.088809342,0.0,0.147449621,0.076960426,0.00813992,0.1988941,0.004117358,0.103778143,3
0.030128287,0.021155271,0.282680374,0.0,0.059207469,0.005381748,0.101677071,0.201805107,0.005257841,0.17587462,0.0,0.116832212,3
0.064482772,0.003709962,0.270751268,0.007594783,0.05667147,0.0,0.074230169,0.268030353,0.0,0.097201234,0.0,0.157327989,8
0.109497969,0.047421877,0.166633263,0.0,0.110000423,0.134646353,0.007964772,0.087168923,0.015746167,0.237281876,0.041064718,0.042573661,22
0.058649393,0.011055604,0.070579769,0.067011634,0.193391222,0.0,0.117481817,0.154678458,0.0,0.089839424,0.0,0.237312679,17
0.102028874,0.00905127,0.182175881,0.0,0.12667343,0.01668733,0.069499965,0.20223805,0.015062116,0.151540015,0.003040424,0.122002646,8
0.082481422,0.023009255,0.12719454,0.02896254,0.12057228,0.0,0.118471631,0.175417064,0.005685324,0.161982152,0.005819304,0.150404488,8
0.09305603,0.0,0.243993805,0.0,0.07692261,0.003236563,0.083798585,0.238092492,0.0,0.09986029,0.0,0.161039626,8
0.006366005,0.103016829,0.164686546,0.008495641,0.119949099,0.0,0.196834476,0.07058181,0.017176041,0.081260839,0.036746197,0.194886519,24
0.004317025,0.104099341,0.196993987,0.008442852,0.1119804,0.0,0.165264771,0.085929048,0.012851682,0.128986026,0.021585124,0.159549743,3
0.146872599,0.026608772,0.132582064,0.011164458,0.1290471,0.171751771,0.0156509,0.081555772,0.0313018,0.192560366,0.029705891,0.031198507,22
0.100779016,0.006353325,0.189453283,0.044877981,0.018914712,0.170699229,0.0156639,0.133881017,0.0,0.093647348,0.225730191,0.0,11
0.091837443,0.0,0.199713482,0.033407182,0.01330991,0.081039154,0.039175521,0.222236906,0.0,0.127829248,0.183469028,0.007982125,20
0.123085893,0.026707083,0.140808784,0.007405214,0.163551346,0.092717057,0.017249395,0.100122127,0.014810427,0.236080734,0.026592541,0.0508694,22
0.113113779,0.029927299,0.197607909,0.001151976,0.097344595,0.140167185,0.022936454,0.127171044,0.005759878,0.196708879,0.047888544,0.020222458,15
0.084236678,0.045141223,0.186207271,0.0,0.132373247,0.127297583,0.016124131,0.06424093,0.026678708,0.225475556,0.040610332,0.051614341,15
0.030134493,0.070719447,0.080790567,0.045026072,0.18851329,0.0,0.125427687,0.100873756,0.01035968,0.090323841,0.027314255,0.230516913,24
0.110229917,0.027661134,0.164118833,0.0,0.183767014,0.091087908,0.006995817,0.110229917,0.020987452,0.198440696,0.013911101,0.07257021,22
0.231165186,0.0,0.078030313,0.00883322,0.0831768,0.244596831,0.0,0.114226564,0.0,0.152998125,0.069306521,0.01766644,6
0.10261093,0.013453107,0.201435613,0.016883493,0.109043139,0.012687224,0.086496188,0.190036826,0.01267264,0.094464216,0.0,0.160216624,8
0.118171366,0.037162122,0.144439744,0.0,0.184958792,0.09969934,0.011899713,0.090771421,0.02949686,0.190961329,0.016555715,0.075883597,22
0.185897391,0.0,0.120588012,0.03349429,0.061354924,0.120004751,0.024790228,0.210323818,0.0,0.099204847,0.126044403,0.018297336,1
0.208563993,0.002608408,0.120073183,0.140234398,0.002609258,0.103669169,0.0,0.235380489,0.048397936,0.005339755,0.077882335,0.055241077,13
0.119756486,0.010738008,0.108771251,0.0,0.252567466,0.031966799,0.0159834,0.047881161,0.058406463,0.208598318,0.0,0.145330648,22
0.260701438,0.0,0.075506527,0.021964044,0.093154327,0.175824909,0.006568892,0.13163367,0.0,0.146217429,0.081859872,0.006568892,6
0.075157753,0.047893097,0.167781006,0.016046464,0.160297018,0.096356014,0.029233796,0.08302834,0.023884974,0.198648039,0.026165674,0.075507823,22
0.02590485,0.091251143,0.098835246,0.026162612,0.130231084,0.010465045,0.166961557,0.109126503,0.020930089,0.088316885,0.023486115,0.208328871,24
0.276610509,0.007913702,0.06454252,0.0,0.097223851,0.247017694,0.0,0.105318494,0.0,0.139954962,0.053686767,0.007731501,6
0.216634388,0.018840333,0.123230712,0.0,0.091486622,0.180730895,0.009357954,0.122940592,0.0,0.148073787,0.063339535,0.025365183,6
0.228318296,0.0,0.124534464,0.0,0.125751323,0.082807638,0.020573508,0.229187534,0.0,0.093558625,0.003340549,0.091928062,1
0.113616083,0.015980782,0.223588403,0.0,0.088275039,0.082567888,0.023494245,0.244575325,0.0,0.13544806,0.003855141,0.068599033,8
0.093164917,0.016563712,0.203969669,0.0,0.111851845,0.00816745,0.082994888,0.21411355,0.0,0.149574316,0.0,0.119599653,8
0.070920101,0.048319914,0.212379157,0.003013086,0.117627644,0.122266254,0.024399552,0.10802631,0.006168184,0.209902259,0.064783184,0.012194356,15
0.111263548,0.013940682,0.196037515,0.0,0.115117651,0.057480589,0.046879617,0.189509865,0.011204137,0.162659295,0.0,0.095907102,8
0.116715236,0.028684323,0.19211553,0.0,0.110760931,0.16688802,0.009007505,0.074236552,0.01810436,0.186020927,0.075340922,0.022125694,15
0.170553615,0.006894144,0.171219216,0.0,0.112372142,0.122229047,0.010503684,0.198526856,0.003447072,0.119287847,0.0208449,0.064121477,1
0.141643006,0.0,0.113157057,0.128498784,0.003253342,0.215050912,0.0,0.093517995,0.009164782,0.076309223,0.213964298,0.0054406,11
0.064857175,0.020813762,0.182453874,0.024932414,0.118079292,0.0,0.111584185,0.179250026,0.0,0.094611128,0.009328819,0.194089327,8
0.082944945,0.036592386,0.193518197,0.001858814,0.112558563,0.147749817,0.009099438,0.066596625,0.022743821,0.235198968,0.038557605,0.052580822,15
0.0,0.102910682,0.208061023,0.009957457,0.145369404,0.0,0.146790576,0.064185293,0.020538308,0.15258761,0.008002816,0.141596832,3
0.006123232,0.101455794,0.208938456,0.00835671,0.126144068,0.0,0.122373147,0.072017189,0.023391412,0.200562872,0.0,0.130637119,3
0.0,0.081871488,0.207987324,0.004932222,0.132624542,0.003492302,0.145763412,0.089938318,0.006293444,0.195659854,0.003492302,0.127944792,3
0.192836657,0.005513357,0.097969554,0.00376219,0.181340076,0.09032785,0.007437761,0.13938413,0.018637712,0.153284099,0.003856015,0.1056506,1
0.165188496,0.011494384,0.131207533,0.0,0.103645563,0.200602573,0.002738116,0.126783428,0.0,0.163851573,0.088559344,0.00592899,6
0.115307409,0.0,0.157895754,0.078344284,7.21e-07,0.191474571,0.0134781,0.112400849,0.0,0.085485729,0.245612582,0.0,11
0.14241166,0.0,0.13239463,0.095882025,0.011391158,0.218615183,0.0,0.066220798,0.004471865,0.089101095,0.239511586,0.0,11
0.077190392,0.017552685,0.23703821,0.037411206,0.036497488,0.029419516,0.053968789,0.253859932,0.001714856,0.105231299,0.141379696,0.00873593,20
0.051809701,0.019240115,0.133709568,0.024997492,0.210834249,0.0,0.114889597,0.163602073,0.010680049,0.106492811,0.0,0.163744344,17
0.008996262,0.133326272,0.131001659,0.011925974,0.131369669,0.0,0.185849327,0.062697667,0.023713865,0.107571375,0.066510204,0.137037726,24
0.111904782,0.012623829,0.145485111,0.003155957,0.199795558,0.086643971,0.012623829,0.101448155,0.04157059,0.168261688,0.009616619,0.106869909,22
0.123995775,0.00489923,0.230552829,0.044439434,0.017263558,0.099372795,0.059252578,0.155930288,0.002449615,0.114259903,0.140119696,0.0074643,20
0.0,0.104741315,0.13167894,0.022829293,0.187335292,0.0,0.129439689,0.037820781,0.051653865,0.202002525,0.006593773,0.125904526,10
0.094278144,0.003903694,0.074115928,0.037269086,0.208145835,0.001951847,0.09624822,0.1571626,0.011895072,0.129239461,0.0,0.185790112,17
0.133717088,0.003884073,0.187966543,0.036033692,0.033044222,0.091368618,0.044878873,0.181870989,0.0,0.133115397,0.150144899,0.003975605,20
0.0,0.083569188,0.212923894,0.006962633,0.159171603,0.0,0.153411418,0.073982903,0.007799077,0.210813114,0.004677654,0.086688515,3
0.096697709,0.021725941,0.213202133,0.0,0.100971569,0.005494739,0.091540054,0.202671552,0.0,0.153558966,0.0,0.114137338,8
0.05599286,0.012846315,0.070844102,0.05415801,0.220237123,0.0,0.101418206,0.150947246,0.005958973,0.096153913,0.0,0.231443251,17
0.200854592,0.010764483,0.124729494,0.0,0.089392729,0.177310379,0.018255825,0.127979979,0.0,0.139319693,0.102151573,0.009241252,6
0.165573025,0.0,0.125400909,0.047998207,0.042448939,0.240573645,0.0,0.062180924,0.0,0.097257886,0.218566466,0.0,6
0.14696101,0.003930334,0.177115182,0.0,0.113933544,0.0600829,0.032160703,0.239886886,0.0,0.099281184,0.002681971,0.123966284,8
0.0,0.133166659,0.062207874,0.012743241,0.168004334,0.020100974,0.156131193,0.0,0.097875235,0.167139197,0.025486481,0.157144811,10
0.036217012,0.0,0.169788568,0.029417445,0.168641957,0.0,0.092595622,0.169796645,0.0,0.161899238,0.0,0.171643512,8
0.245050226,0.0,0.098765706,0.0,0.102762863,0.1838682,0.0,0.156334615,0.0,0.12737548,0.055843912,0.029998999,1
0.107344936,0.0,0.186034377,0.066542896,7.43e-07,0.176689133,0.011921972,0.138305298,0.0,0.1051748,0.207985845,0.0,11
0.0,0.096682511,0.208911414,0.0,0.098798835,0.0,0.170888474,0.06700586,0.005795437,0.187552476,0.011590874,0.152774119,3
0.133144571,0.019472412,0.168807853,0.000937587,0.125323413,0.089257008,0.026333191,0.171913059,0.006223308,0.162996502,0.018857416,0.07673368,8
0.073951458,0.002512597,0.107909867,0.19005539,8.19e-07,0.167645903,0.0,0.120225092,0.076143678,0.015312431,0.241099147,0.005143618,11
0.124603548,0.007392501,0.101719797,0.0,0.226119756,0.061136791,0.015817883,0.054225124,0.063771906,0.229463071,0.0,0.115749622,22
0.137348444,0.00684195,0.104582287,0.0,0.235392388,0.046321812,0.014639859,0.066221376,0.063626008,0.221975774,0.0,0.103050101,22
0.023433202,0.027278326,0.255116888,0.007690248,0.085837282,0.003845124,0.089887685,0.214959067,0.0,0.143089431,0.0,0.148862746,3
0.09130019,0.0,0.183880113,0.088950161,0.00328442,0.101873515,0.046526848,0.192226612,0.0,0.122051609,0.160830525,0.009076008,20
0.11332508,0.015241301,0.23216525,0.072142903,0.023835593,0.056583689,0.052371614,0.198152202,0.0,0.116769557,0.104163781,0.015249031,20
0.015759479,0.097608863,0.095552407,0.039398698,0.171704178,0.0117289,0.159068396,0.068089358,0.024685412,0.111105136,0.016987091,0.188312082,24
0.0,0.142485956,0.040311494,0.035410302,0.181650017,0.011742889,0.130430518,0.019632026,0.073876231,0.188333987,0.023460417,0.152666163,10
0.157439781,0.002861865,0.114534066,0.005858615,0.20179567,0.062747529,0.023164691,0.103963332,0.065309732,0.128907522,0.002861865,0.130555333,22
0.113615699,0.01826905,0.090673861,0.011431377,0.223988515,0.057631493,0.030727418,0.039603503,0.044508528,0.233990061,0.0,0.135560495,22
0.004208229,0.155437303,0.082392516,0.018791701,0.136486139,0.032557128,0.107461645,0.010458602,0.101006252,0.220499057,0.004208229,0.126493199,10
0.191188113,0.005025135,0.122844183,0.006208266,0.170179065,0.061484748,0.017377811,0.139363686,0.015075404,0.148502349,0.002483307,0.120267933,1
0.101800973,0.0,0.18852199,0.053571813,0.019923062,0.154189323,0.027252264,0.182681814,0.0,0.101772674,0.150324084,0.019962003,20
0.169406154,0.003784778,0.089983589,0.006796574,0.225688792,0.068022551,0.007569555,0.09869428,0.057315221,0.140571403,0.0,0.132167103,22
0.140877964,0.0,0.170421936,0.043258588,0.031107054,0.107191609,0.036205706,0.197667273,0.0,0.135746733,0.125569662,0.011953474,20
0.111242137,0.0,0.209702495,0.065129564,0.008780812,0.095281779,0.056660729,0.184566442,0.0,0.122930588,0.135488452,0.010217002,20
0.096389246,0.025567044,0.210204042,0.033493255,0.04494878,0.10447845,0.054824857,0.164894748,0.006060404,0.133108906,0.118513753,0.007516516,15
0.179404846,0.018066956,0.144047265,0.00456934,0.134212073,0.068847289,0.0211161,0.210179721,0.00456934,0.117354123,0.012187824,0.085445124,1
0.0,0.138164994,0.071876349,0.031951457,0.193743761,0.0,0.114977788,0.015883775,0.089081865,0.151148431,0.009938853,0.183232727,5
0.183476708,0.0,0.107651023,0.08667002,0.032458571,0.21295372,0.0,0.113518171,0.024390417,0.073077299,0.155649227,0.010154844,6
0.266046969,0.0,0.086717169,0.022666682,0.07634035,0.230916058,0.0,0.087197229,0.0,0.107572561,0.116454961,0.006088021,6
0.110771804,0.001753176,0.204233039,0.058833837,0.010215257,0.06020663,0.051198789,0.222239128,0.0,0.119613846,0.153114757,0.007819738,20
0.117909962,0.013888323,0.21846047,0.048253777,0.034964535,0.062717479,0.098053202,0.17616727,0.0,0.13657847,0.082711576,0.010294937,20
0.133930066,0.005714167,0.108028865,0.001468835,0.215611939,0.043978672,0.022163492,0.071246282,0.06385399,0.196826657,0.0,0.137177035,22
0.123640569,0.0,0.22917176,0.041139558,0.009425813,0.070579762,0.061586672,0.213647308,0.0,0.119786157,0.125752847,0.005269554,20
0.143350529,0.132236187,0.00570039,0.11948613,0.002002082,0.202908702,0.054793243,0.018107195,0.070940656,0.059980168,0.190494717,0.0,23
0.0,0.121509587,0.089026641,0.016993599,0.215827082,0.002099462,0.114114986,0.004297876,0.091149884,0.186489787,0.008595752,0.149895344,10
0.127962691,0.0,0.187764219,0.050652833,0.025894116,0.081876173,0.048355596,0.17024173,0.0,0.146861306,0.152213559,0.008177777,20
0.203028584,0.0,0.116475671,0.147930099,0.005701009,0.0926665,0.0,0.23882125,0.058904548,0.002001418,0.079725244,0.054745678,13
0.048805935,0.056757051,0.211709332,0.001934807,0.118246142,0.136192398,0.009733992,0.090356281,0.021520517,0.229866845,0.037217298,0.037659402,15
0.000741097,0.122634419,0.132648237,0.0,0.209330055,0.0,0.118323833,0.01998906,0.07620285,0.183753273,0.012433331,0.123943845,10
0.119219506,0.0,0.132822939,0.123634481,6.51e-07,0.216237003,0.0,0.121281854,0.005987533,0.071038032,0.201606489,0.008171513,11
0.174009085,0.0055767,0.112170595,0.063315584,0.035386419,0.194071992,0.0111534,0.131478914,0.0,0.103175649,0.166937511,0.002724153,6
0.166382865,0.0,0.135661753,0.096102896,0.01732862,0.163254597,0.022774347,0.117104388,0.021838146,0.084760582,0.163353199,0.011438607,11
0.094192901,0.008968066,0.094697156,0.029569884,0.206788908,0.002943117,0.074726047,0.210701505,0.00883994,0.082217642,0.006024949,0.180329885,17
0.092465229,0.013496384,0.251000485,0.027469851,0.044500459,0.102326806,0.037079815,0.189822618,0.00690722,0.132706977,0.085090093,0.017134063,15
0.233264149,0.0,0.096299045,0.0,0.184863388,0.052521061,0.00520695,0.149761122,0.028578283,0.137060971,0.0,0.112445032,1
0.104775258,0.039899428,0.162895883,0.00161357,0.11085144,0.202092837,0.010779525,0.094298771,0.003962032,0.219580228,0.045288995,0.003962032,15
0.177320278,0.002823613,0.148025418,0.00847084,0.161707244,0.048515178,0.040044337,0.21126758,0.008042101,0.066085108,0.0,0.127698301,8
0.182079206,0.015444376,0.11655488,0.00192428,0.101924571,0.196000424,0.0,0.11017337,0.0,0.183637621,0.086844477,0.005416795,6
0.054946233,0.013219813,0.186283184,0.030691439,0.155476549,0.008779128,0.104435326,0.147521678,0.006515471,0.131845275,0.0,0.160285904,3
0.20293669,0.007900729,0.136541461,0.0,0.146581381,0.10201158,0.003859414,0.208711382,0.0,0.098435465,0.003859414,0.089162485,1
0.110122147,0.018625376,0.163398769,0.004140498,0.135921128,0.065900152,0.036426818,0.169980627,0.012326444,0.155731572,0.017084494,0.110341975,8
0.098348625,0.003796252,0.212164676,0.053736898,0.005651281,0.082589607,0.052234762,0.18821311,0.001854425,0.104956418,0.187375997,0.009077949,20
0.065926654,0.007423208,0.226350058,0.0,0.08904723,0.012410287,0.070826507,0.239004688,0.0,0.157088026,0.0,0.131923341,8
0.078388497,0.011234448,0.225185259,0.047994324,0.018407872,0.054111507,0.069838916,0.196432404,0.001972229,0.166804022,0.129630522,0.0,20
0.085602228,0.01353204,0.251217164,0.0,0.099857302,0.010188428,0.103413453,0.164665918,0.013689631,0.133449925,0.0,0.124383912,3
0.0,0.129022641,0.086376058,0.010205818,0.234572679,0.003349319,0.095179637,0.0,0.115625364,0.180671613,0.006856498,0.138140374,5
0.0,0.110144998,0.154672553,0.002576243,0.165514792,0.0,0.117752304,0.081077779,0.028824371,0.243458183,0.0,0.095978776,10
0.116484466,0.004689041,0.226357236,0.009378083,0.088014561,0.002290542,0.064660018,0.222805942,0.005419564,0.099601512,0.0,0.160299035,8
0.09101372,0.0,0.216202793,0.014991083,0.069260511,0.0,0.079486441,0.246233619,0.0,0.110708608,0.0,0.172103225,8
0.127668665,0.006105963,0.070719622,0.195692894,0.017673503,0.125145214,0.0,0.14815822,0.098416908,0.010444207,0.191288196,0.008686607,4
0.085323933,0.004360207,0.166178717,0.027766969,0.17523109,0.0,0.083660711,0.171616258,0.012456052,0.098133804,0.0,0.17527226,8
0.089935971,0.048085415,0.158823802,0.0,0.132167384,0.123003644,0.013562869,0.095987997,0.019846413,0.234648109,0.019978267,0.063960129,22
0.139982723,0.009982106,0.124556377,0.0,0.201061036,0.08528119,0.002408411,0.134070108,0.029660557,0.155251482,0.006687844,0.111058165,22
0.173524878,0.0,0.104024851,0.155911078,9.03e-07,0.147548012,0.0,0.193595299,0.039426818,0.011339397,0.133534506,0.041094258,13
0.0,0.142681263,0.091117502,0.007521507,0.175552815,0.007521507,0.115778566,0.005053118,0.094571131,0.224889986,0.0,0.135312606,10
0.0,0.149092995,0.082733089,0.006976264,0.237121688,0.0,0.080741852,0.002289452,0.069905455,0.234154173,0.004578905,0.132406127,10
0.10823181,0.031668741,0.16807172,0.0,0.138037128,0.135490644,0.015926039,0.122653666,0.011852861,0.172003919,0.035375246,0.060688227,15
0.08085789,0.013603914,0.206369336,0.0,0.084644223,0.004464498,0.080604677,0.228537089,0.004464498,0.161640047,0.0,0.134813828,8
0.196012637,0.002819031,0.124803093,0.0,0.158728092,0.089721403,0.016849283,0.189540095,0.012653188,0.115887479,0.014030252,0.078955447,1
0.212668715,0.002067263,0.113125841,0.0,0.157259487,0.098968807,0.017375106,0.166025173,0.016538106,0.133646582,0.002067263,0.080257656,1
0.131159529,0.012395738,0.214749872,0.0,0.116779553,0.025782248,0.081375818,0.171819157,0.01415769,0.133056002,0.0,0.098724393,8
0.12618874,0.0,0.129696432,0.093523354,0.01090275,0.228293345,0.011028833,0.095288761,0.002693728,0.095725197,0.195630026,0.011028833,11
0.0,0.137681368,0.062600651,0.019227465,0.230906663,0.01102338,0.102392022,0.00551169,0.106916597,0.177853055,0.01102338,0.13486373,5
0.0,0.136811281,0.083251703,0.013773892,0.226842439,0.005535044,0.093113585,0.0,0.098073321,0.194099548,0.0,0.148499187,10
0.0,0.140870522,0.096923452,0.014916398,0.183531734,0.022369241,0.106800111,0.002731778,0.10013842,0.161807137,0.011184621,0.158726586,10
0.173703797,0.012131385,0.083864602,0.0,0.224586117,0.030217146,0.012978884,0.05206023,0.069555305,0.190661562,0.0,0.150240971,22
0.158318314,0.006825623,0.163612621,0.022585408,0.047744275,0.208925429,0.013812099,0.11266185,0.0,0.153190608,0.105337296,0.006986476,6
0.002265823,0.076402443,0.233415833,0.002265823,0.123902521,0.0,0.120767164,0.094627819,0.016074346,0.217019685,0.002265823,0.110992721,3
0.076151688,0.010099187,0.242761249,0.0,0.086388857,0.006973081,0.090882969,0.242580755,0.0,0.094100487,0.0,0.150061726,8
0.12768518,0.005283153,0.10466418,0.186541549,6.13e-07,0.12830661,0.0,0.150224494,0.064425633,0.015849458,0.195908549,0.021110581,4
0.220059919,0.004406124,0.110501077,0.017280185,0.091310033,0.202068327,0.00430468,0.116962664,0.0,0.152646639,0.062937298,0.017523053,6
0.124119248,0.013343357,0.097045168,0.16999273,0.006672174,0.124419162,0.007936452,0.1551663,0.084463494,0.036532116,0.168555448,0.011754352,4
0.078421228,0.010914787,0.264017633,0.053215709,0.01973924,0.029200001,0.084939598,0.189979584,0.0,0.162196394,0.085774122,0.021601704,3
0.162620644,0.0,0.091782377,0.00397359,0.235405047,0.036324162,0.024403391,0.05656668,0.088501183,0.160332722,0.0,0.140090204,22
0.087457467,0.052314398,0.176005439,0.0,0.15742425,0.130231912,0.014979262,0.084222164,0.009414663,0.208739394,0.040457087,0.038753964,15
0.158110081,0.017027972,0.157932579,0.0,0.110269116,0.191264984,0.009452105,0.099511665,0.0,0.167247683,0.088042254,0.00114156,6
0.0272746,0.063197237,0.165636233,0.013900197,0.155667296,0.017994906,0.114647226,0.089677206,0.031351087,0.214833774,0.0,0.105820238,3
0.114634505,0.0,0.186342006,0.054734728,0.013285728,0.12552486,0.02649398,0.189195354,0.005956855,0.088381814,0.180869898,0.01458027,20
0.004216523,0.160527545,0.026113866,0.009259879,0.225411075,0.015578611,0.101466545,0.0,0.108716817,0.234516326,0.0,0.114192814,10
0.149070077,0.0,0.177957488,0.072374467,7.78e-07,0.140217096,0.030087618,0.155669582,0.008149273,0.080413876,0.161772366,0.024287379,11
0.11097778,0.013612198,0.187309009,0.0,0.127745962,0.01797403,0.062165649,0.172656427,0.019688349,0.162000509,0.0,0.125870087,8
0.115318145,0.011444645,0.206690063,0.031769704,0.042228169,0.122900792,0.040176403,0.133982333,0.004599035,0.149610021,0.130283051,0.010997638,15
0.146085264,0.015235697,0.189245341,0.004461379,0.086191078,0.180633675,0.008801208,0.119574935,0.0,0.175189079,0.070820869,0.003761474,15
0.080993106,0.00685047,0.218407773,0.0092046,0.076709421,0.013700939,0.071041159,0.292247724,0.0,0.084559767,0.0,0.146285042,8
0.008675341,0.07614427,0.227447749,0.008776373,0.107515329,0.01091995,0.136586386,0.073863736,0.032658819,0.200236313,0.008776373,0.108399362,3
0.096412571,0.041761095,0.177343767,0.0,0.132942152,0.132973766,0.010470407,0.089573004,0.023498149,0.195814118,0.044422134,0.054788837,15
0.0,0.149719685,0.111015955,0.012499301,0.114981115,0.01259417,0.204255412,0.049389677,0.02923007,0.111959751,0.040018651,0.164336212,19
0.121404303,0.012931332,0.10969661,0.015262251,0.175495642,0.041008808,0.039073112,0.130152947,0.028193583,0.177797736,0.0,0.148983676,17
0.104505998,0.002900086,0.105866354,0.015060792,0.19025475,0.077828515,0.045382494,0.095013266,0.036798259,0.191686208,0.0,0.13470328,22
0.134853583,0.029469742,0.100763557,0.0,0.200361731,0.048410807,0.009621696,0.048692028,0.06506316,0.244606125,0.003207232,0.114950339,22
0.140139405,0.022830754,0.107437453,0.013089196,0.180878095,0.068492262,0.012938517,0.084585661,0.045371652,0.199611928,0.022830754,0.101794323,22
0.142337887,0.005458105,0.19291653,0.0,0.130725856,0.060801521,0.057944983,0.194232245,0.005458105,0.108117196,0.009100327,0.092907245,8
0.103599601,0.008241269,0.247261029,0.052744429,0.019138043,0.09577341,0.06117611,0.159223398,0.0,0.128730067,0.124112644,0.0,15
